ID_Pregunta,Pregunta,Opcion_A,Opcion_B,Opcion_C,Opcion_Correcta,Comentario_A,Comentario_B,Comentario_C,Comentario_Correcta,Estado,ID_Video,ID_Area,ID_Tema
PREG036, Caso: En una simulación de control de temperatura un alumno desea analizar el efecto de variaciones externas en el sistema. ¿Qué práctica de simulación debe realizar?, Ensayo destructivo, Estudio de factores externos cualitativos, no aplica, Sensibilidad parametrica,Incorrecto.  Ensayo destructivo no es la mejor opción para resolver el caso descrito. Revisa las características de  ensayo destructivo y su aplicación práctica.,Incorrecto.  Estudio de factores externos cualitativos no es la mejor opción para resolver el caso descrito. Revisa las características de  estudio de factores externos cualitativos y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Sensibilidad parametrica es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR1C2,TEM04
PREG037, Caso: Un docente pide comparar el comportamiento real de un robot móvil con su simulación desarrollada en ROS (Robot Operating System). ¿Qué permite esta comparación?, Ver si la simulacuion tiene graficos atractivos, Sustituir las pruebas físicas por simulaciones, no aplica, Validar que el modelo matemático refleja el comportamiento real del sistema,Incorrecto.  Ver si la simulacuion tiene graficos atractivos no es la mejor opción para resolver el caso descrito. Revisa las características de  ver si la simulacuion tiene graficos atractivos y su aplicación práctica.,Incorrecto.  Sustituir las pruebas físicas por simulaciones no es la mejor opción para resolver el caso descrito. Revisa las características de  sustituir las pruebas físicas por simulaciones y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Validar que el modelo matemático refleja el comportamiento real del sistema es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR1C2,TEM04
PREG238, Caso: En el diseño de un sistema mecánico de transporte de carga se requiere disminuir el peso total sin sacrificar resistencia estructural. ¿Qué técnica de diseño se debe aplicar?, Sobredimensionamiento, Uso de acero sólido, no aplica, Optimización topológica,Incorrecto.  Sobredimensionamiento no es la mejor opción para resolver el caso descrito. Revisa las características de  sobredimensionamiento y su aplicación práctica.,Incorrecto.  Uso de acero sólido no es la mejor opción para resolver el caso descrito. Revisa las características de  uso de acero sólido y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Optimización topológica es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR1C2,TEM01
PREG239, Caso: Para una máquina que realiza cortes cíclicos se necesita un mecanismo que acumule energía y suavice el movimiento. ¿Qué componente es el adecuado?, Leva, Riel lineal, no aplica, Volante de inercia,Incorrecto.  Leva no es la mejor opción para resolver el caso descrito. Revisa las características de  leva y su aplicación práctica.,Incorrecto.  Riel lineal no es la mejor opción para resolver el caso descrito. Revisa las características de  riel lineal y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Volante de inercia es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR1C2,TEM01
PREG240, Caso: Se requiere un elemento de unión mecánica que facilite el desmontaje frecuente sin dañar componentes. ¿Cuál es la opción adecuada?, Soldadura, Pegamento epóxico, no aplica, Tornillo con tuerca,Incorrecto.  Soldadura no es la mejor opción para resolver el caso descrito. Revisa las características de  soldadura y su aplicación práctica.,Incorrecto.  Pegamento epóxico no es la mejor opción para resolver el caso descrito. Revisa las características de  pegamento epóxico y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Tornillo con tuerca es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR1C2,TEM01
PREG241, Caso: En un sistema de adquisición de señales analógicas se requiere filtrar el ruido de alta frecuencia. ¿Qué circuito es más adecuado?, Comparador, Inversor lógico, no aplica, Filtro pasa bajos RC,Incorrecto.  Comparador no es la mejor opción para resolver el caso descrito. Revisa las características de  comparador y su aplicación práctica.,Incorrecto.  Inversor lógico no es la mejor opción para resolver el caso descrito. Revisa las características de  inversor lógico y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Filtro pasa bajos RC es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR1C2,TEM02
PREG242, Caso: Un sensor de temperatura tipo LM35 entrega una señal analógica proporcional a °C. ¿Qué tipo de conversor debe usarse para leerlo en un microcontrolador?, Comparador, Convertidor DAC, no aplica, Convertidor ADC,Incorrecto.  Comparador no es la mejor opción para resolver el caso descrito. Revisa las características de  comparador y su aplicación práctica.,Incorrecto.  Convertidor DAC no es la mejor opción para resolver el caso descrito. Revisa las características de  convertidor dac y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Convertidor ADC es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR1C2,TEM02
PREG243, Caso: Se diseña un sistema para controlar la iluminación mediante una señal PWM. ¿Qué tipo de componente electrónico se necesita para controlar la potencia?, Amplificador operacional, Relevador mecánico, no aplica, Transistor MOSFET,Incorrecto.  Amplificador operacional no es la mejor opción para resolver el caso descrito. Revisa las características de  amplificador operacional y su aplicación práctica.,Incorrecto.  Relevador mecánico no es la mejor opción para resolver el caso descrito. Revisa las características de  relevador mecánico y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Transistor MOSFET es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR1C2,TEM02
PREG244, Caso: En un sistema de control de velocidad de un motor se requiere mantener la velocidad constante ante variaciones de carga. ¿Qué tipo de controlador es más eficaz?, Lazo abierto, Control ON/OFF, no aplica, Control proporcional-integral (PI),Incorrecto.  Lazo abierto no es la mejor opción para resolver el caso descrito. Revisa las características de  lazo abierto y su aplicación práctica.,Incorrecto.  Control ON/OFF no es la mejor opción para resolver el caso descrito. Revisa las características de  control on/off y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Control proporcional-integral (PI) es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR1C2,TEM03
PREG245, Caso: Un estudiante diseña un control para activar una bomba cuando el nivel de agua alcanza cierto umbral. ¿Qué lógica debe usar con un sensor digital?, XOR, NAND, no aplica, Compuerta NOT y lógica combinacional,Incorrecto.  XOR no es la mejor opción para resolver el caso descrito. Revisa las características de  xor y su aplicación práctica.,Incorrecto.  NAND no es la mejor opción para resolver el caso descrito. Revisa las características de  nand y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Compuerta NOT y lógica combinacional es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR1C2,TEM03
PREG246, Caso: En una línea de producción automatizada se requiere que una alarma suene si una estación no se activa en 5 segundos. ¿Qué función del PLC debe implementarse?, Comparador, Lazo abierto, no aplica, Temporizador TON,Incorrecto.  Comparador no es la mejor opción para resolver el caso descrito. Revisa las características de  comparador y su aplicación práctica.,Incorrecto.  Lazo abierto no es la mejor opción para resolver el caso descrito. Revisa las características de  lazo abierto y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Temporizador TON es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR1C2,TEM03
